Product,Frequency,Value
DOLLY MIXTURE CHILDREN'S UMBRELLA,0.0038292913036239527,0.010323993042252544
DOLPHIN WINDMILL,5.5496975414839894e-05,4.029817733181002e-05
DONKEY TAIL GAME ,0.00022198790165935958,0.00013863924769432856
DOOR HANGER  MUM + DADS ROOM,0.0034408124757200733,0.008228129935068312
DOORKNOB CRACKED GLAZE BLUE,5.5496975414839894e-05,4.387703663293035e-06
DOORKNOB CRACKED GLAZE GREEN,5.5496975414839894e-05,5.484629579116295e-06
DOORKNOB CRACKED GLAZE IVORY,0.00011099395082967979,9.872333242409329e-06
DOORKNOB CRACKED GLAZE PINK,5.5496975414839894e-05,5.484629579116295e-06
DOORMAT 3 SMILEY CATS,0.012375825517509296,0.02941573265777601
DOORMAT AIRMAIL ,0.010599922304234418,0.02759020084851355
DOORMAT BLACK FLOCK ,0.010544425328819579,0.027927779245105176
DOORMAT CHRISTMAS VILLAGE,0.002608357844497475,0.015128296980309522
DOORMAT ENGLISH ROSE ,0.0205893778789056,0.037186538666453946
DOORMAT FAIRY CAKE,0.018591486763971363,0.05156154781221227
DOORMAT FANCY FONT HOME SWEET HOME,0.02563960264165603,0.07574320771694819
DOORMAT FRIENDSHIP ,0.0009434485820522782,0.009883624931306456
DOORMAT HEARTS,0.031244797158554858,0.06772235345693683
DOORMAT HOME SWEET HOME BLUE ,0.013985237804539653,0.027776086579012545
DOORMAT I LOVE LONDON,0.00532770963982463,0.019782221239354938
DOORMAT KEEP CALM AND COME IN,0.038625894888728564,0.07822095494486893
DOORMAT MERRY CHRISTMAS RED ,0.007436594705588545,0.0299552772755902
DOORMAT MULTICOLOUR STRIPE,0.01065541927964926,0.022734924203556033
DOORMAT NEIGHBOURHOOD WITCH ,0.00493923081192075,0.014388995505188061
DOORMAT NEW ENGLAND,0.03118930018314002,0.06250564105232273
DOORMAT PEACE ON EARTH BLUE,0.0013874243853709972,0.005968160062841065
DOORMAT RED RETROSPOT,0.034574615683445255,0.08365047795759041
DOORMAT RESPECTABLE HOUSE,0.008657528164715022,0.024514230003517334
DOORMAT SPOTTY HOME SWEET HOME,0.023697208502136635,0.05431215403208687
DOORMAT TOPIARY,0.01010044952550086,0.020698316147939787
DOORMAT UNION FLAG,0.032188245740607135,0.06065190251333876
DOORMAT UNION JACK GUNS AND ROSES,0.010877407181308618,0.03854497172060947
DOORMAT VINTAGE LEAF,0.007270103779344026,0.02158529598350436
DOORMAT VINTAGE LEAVES DESIGN ,0.004772739885676231,0.006364214582799845
DOORMAT WELCOME PUPPIES,0.014262722681613852,0.036401133062688634
DOORMAT WELCOME SUNRISE,0.006326655197291748,0.01789147884640575
DOORMAT WELCOME TO OUR HOME,0.021643820411787557,0.057565693693128195
DOORSTOP FOOTBALL DESIGN,0.0035518064265497532,0.01116944148983448
DOORSTOP RACING CAR DESIGN,0.001942394139519396,0.005419462207662613
DOORSTOP RETROSPOT HEART,0.01570564404239969,0.0376011013182288
DOTCOM POSTAGE,0.03918086464287696,0.14259290885279008
DOTCOMGIFTSHOP TEA TOWEL,0.00011099395082967979,0.0010024783784589252
DOUBLE CERAMIC PARLOUR HOOK,0.00022198790165935958,0.00017166558180841329
DOUGHNUT LIP GLOSS ,0.017037571452355845,0.042540770346322275
DOVE DECORATION PAINTED ZINC ,0.004051279205283312,0.01414612835138296
DRAGONS BLOOD INCENSE,0.0021643820411787556,0.009474317551873772
DRAWER KNOB CERAMIC BLACK,0.0043842610577723515,0.0095491334393628
DRAWER KNOB CERAMIC IVORY,0.009323491869693102,0.017921146814407856
DRAWER KNOB CERAMIC RED,0.0036073034019645928,0.008035952946639979
DRAWER KNOB CRACKLE GLAZE BLUE,0.006604140074365947,0.012694097600446373
DRAWER KNOB CRACKLE GLAZE GREEN,0.007603085631833065,0.012726946653604364
DRAWER KNOB CRACKLE GLAZE IVORY,0.00993395859925634,0.01346154796737742
DRAWER KNOB CRACKLE GLAZE PINK,0.007547588656418225,0.013355282438277561
DRAWER KNOB VINTAGE GLASS BALL,0.002663854819912315,0.0036589781052084745
DRAWER KNOB VINTAGE GLASS HEXAGON,0.0014984183362006772,0.002011158266363166
DRAWER KNOB VINTAGE GLASS STAR,0.0029968366724013543,0.006108522259827417
DROP DIAMANTE EARRINGS BLACK DIAMON,0.00038847882790387923,0.0027438382977745686
DROP DIAMANTE EARRINGS CRYSTAL,0.0007214606803929186,0.004884065964220987
DROP DIAMANTE EARRINGS GREEN,0.00044397580331871915,0.00351500713275966
DROP DIAMANTE EARRINGS PURPLE,0.0006659637049780787,0.004698212365895284
DROP EARRINGS W FLOWER & LEAF,0.00038847882790387923,0.0038611404434887252
DUSTY PINK CHRISTMAS TREE 30CM,5.5496975414839894e-05,1.0936018978965218e-05
DUSTY PINK CHRISTMAS TREE 60CM,0.00011099395082967979,9.420045203177963e-05
Dad's Cab Electronic Meter,0.00011099395082967979,0.0016085210829034709
Dotcomgiftshop Gift Voucher Â£10.00,0.00044397580331871915,0.0021894729920310294
Dotcomgiftshop Gift Voucher Â£100.00,5.5496975414839894e-05,0.00018553560061071182
Dotcomgiftshop Gift Voucher Â£20.00,0.000499472778733559,0.0032084639835440088
Dotcomgiftshop Gift Voucher Â£30.00,0.00038847882790387923,0.0011465390993917618
Dotcomgiftshop Gift Voucher Â£40.00,0.00016649092624451968,0.0006154053549381888
Dotcomgiftshop Gift Voucher Â£50.00,0.00022198790165935958,0.0012884901769470963
Dr. Jam's Arouzer Stress Ball,0.00011099395082967979,0.0011135382494151156
EASTER BUNNY GARLAND OF FLOWERS,0.0043842610577723515,0.011972458848581615
EASTER BUNNY HANGING GARLAND,0.0012764304345413175,0.0025131215374976693
EASTER BUNNY WITH BASKET ON BACK,0.0011099395082967978,0.001034909713364124
EASTER BUNNY WREATH,0.00044397580331871915,0.0002875408467344703
EASTER CRAFT 4 CHICKS ,0.009656473722182141,0.0146234717297401
EASTER CRAFT IVY WREATH WITH CHICK,5.5496975414839894e-05,2.8575474110183682e-05
EASTER DECORATION EGG BUNNY ,0.004328764082357511,0.004644304551165437
EASTER DECORATION HANGING BUNNY,0.00493923081192075,0.006577060314696629
EASTER DECORATION NATURAL CHICK,0.0035518064265497532,0.00692340303855508
EASTER DECORATION SITTING BUNNY,0.003940285254453633,0.005853069266145719
EASTER TIN BUCKET,0.0018868971641045563,0.002484886221221989
EASTER TIN BUNNY BOUQUET,0.0068816249514401465,0.011349021558326452
EASTER TIN CHICKS IN GARDEN,0.0022753759920084355,0.0036226266451616774
EASTER TIN CHICKS PINK DAISY,0.005272212664409789,0.007209298496415815
EASTER TIN KEEPSAKE,0.006382152172706587,0.009203997334011756
EASTER TREE YELLOW BIRDS,0.003218824574060714,0.006394878648173995
EAU DE NIL LOVE BIRD CANDLE,0.002441866918252955,0.00987242299089335
EAU DE NILE HEART SHAPE PHOTO FRAME,0.002108885065763916,0.0075680874513979444
EAU DE NILE JEWELLED PHOTOFRAME,0.0011099395082967978,0.000901122423836856
EAU DE NILE JEWELLED T-LIGHT HOLDER,0.0006104667295632388,0.0006970598553084867
ECONOMY HOLIDAY PURSE,0.0009434485820522782,0.004720063351739679
ECONOMY LUGGAGE TAG,0.0034408124757200733,0.020178492928484934
EDWARDIAN DROP EARRINGS JET BLACK,0.001054442532881958,0.006789060638034046
EDWARDIAN HEART PHOTO FRAME,0.0023863699428381155,0.0072262631759079056
EDWARDIAN PARASOL BLACK,0.017814529108163606,0.04714127652927904
EDWARDIAN PARASOL NATURAL,0.027193517953271545,0.06558617666033713
EDWARDIAN PARASOL PINK,0.007658582607247905,0.017751988650122178
EDWARDIAN PARASOL RED,0.01515067428825129,0.034535500301158026
EDWARDIAN PHOTO FRAME,0.0016649092624451967,0.0015651149488101618
EGG CUP HENRIETTA HEN CREAM ,0.002552860869082635,0.014790128016532919
EGG CUP HENRIETTA HEN PINK,0.001997891114934236,0.01267129040544505
EGG CUP MILKMAID HEIDI,0.004162273156112992,0.02298061898861081
EGG CUP MILKMAID HELGA ,0.003218824574060714,0.01903046688507394
EGG CUP MILKMAID INGRID,0.003884788279038792,0.020081116931327143
EGG CUP NATURAL CHICKEN,0.006382152172706587,0.017068661420875018
EGG FRYING PAN BLUE ,0.003995782229868472,0.012464718203381997
EGG FRYING PAN IVORY ,0.00505022476275043,0.011294082190033342
EGG FRYING PAN MINT ,0.0036628003773794327,0.0077362927305446244
EGG FRYING PAN PINK ,0.0044952550086020315,0.01709105089762354
EGG FRYING PAN RED ,0.005827182418558188,0.015100420657969925
EIGHT PIECE CREEPY CRAWLIE SET,0.00016649092624451968,0.00011378002562623698
EIGHT PIECE DINOSAUR SET,0.0018868971641045563,0.009012258007943776
EIGHT PIECE SNAKE  SET,0.0044952550086020315,0.010904769886435961
ELEPHANT BIRTHDAY CARD ,0.00488373383650591,0.02101672714915987
ELEPHANT CARNIVAL POUFFE,0.002497363893667795,0.006975000660825845
ELEPHANT CLIP W SUCTION CUP,0.00022198790165935958,0.00016533775968188133
"ELEPHANT, BIRTHDAY CARD, ",0.008047061435151784,0.0226130224941288
ELVIS WALLHANGING / CURTAIN,0.00044397580331871915,0.0008154613738588643
EMBOSSED GLASS TEALIGHT HOLDER,0.011376879960042177,0.02986700687153972
EMBOSSED HEART TRINKET BOX,0.002552860869082635,0.012720344045995887
EMBROIDERED RIBBON REEL CLAIRE,0.000998945557467118,0.002722048252258831
EMBROIDERED RIBBON REEL DAISY ,0.0029968366724013543,0.013309053104958475
EMBROIDERED RIBBON REEL EMILY ,0.004606248959431711,0.016653070539554827
EMBROIDERED RIBBON REEL RACHEL ,0.001997891114934236,0.008823813891647169
EMBROIDERED RIBBON REEL REBECCA ,0.0029413396969865144,0.01484096000667456
EMBROIDERED RIBBON REEL ROSIE,0.0023308729674232755,0.005823226233199471
EMBROIDERED RIBBON REEL RUBY ,0.001553915311615517,0.0027623973978655176
EMBROIDERED RIBBON REEL SALLY ,0.0033298185248903933,0.007525731706969482
EMBROIDERED RIBBON REEL SOPHIE  ,0.001942394139519396,0.0075271255784867645
EMBROIDERED RIBBON REEL SUSIE ,0.003163327598645874,0.0070388262370431
EMERGENCY FIRST AID TIN ,0.012264831566679617,0.05240590487390827
EMPIRE BIRTHDAY CARD,0.007825073533492424,0.02434304197228439
EMPIRE DESIGN ROSETTE,0.0014429213607858372,0.001348579557014699
EMPIRE GIFT WRAP,0.005716188467728509,0.007243259987573287
EMPIRE TISSUE BOX,0.009046006992618903,0.02406787433907981
EMPIRE UNION JACK TV DINNER TRAY,0.006604140074365947,0.026101000929120193
ENAMEL BLUE RIM BISCUIT BIN,0.001997891114934236,0.004632196261864309
ENAMEL BLUE RIM COFFEE CONTAINER,0.001054442532881958,0.001714496314437729
ENAMEL BLUE RIM TEA CONTAINER,0.00016649092624451968,8.946483449215476e-05
ENAMEL BOWL PANTRY,0.00011099395082967979,2.352296686154322e-05
ENAMEL BREAD BIN CREAM,0.024196681280870193,0.054532270277594205
ENAMEL COLANDER CREAM,0.008657528164715022,0.017660272347487644
ENAMEL DINNER PLATE PANTRY,5.5496975414839894e-05,1.3850074694738118e-05
ENAMEL FIRE BUCKET CREAM,0.006271158221876908,0.01438536678561804
ENAMEL FLOWER JUG CREAM,0.02630556634663411,0.03636769565835761
ENAMEL JUG PANTRY,0.00011099395082967979,2.352296686154322e-05
ENAMEL MEASURING JUG CREAM,0.02008990510017204,0.038192215858164354
ENAMEL MUG PANTRY,5.5496975414839894e-05,9.6728921668051e-06
ENAMEL PINK COFFEE CONTAINER,0.003052333647816194,0.007277945006632816
ENAMEL PINK TEA CONTAINER,0.0033298185248903933,0.007264439521796481
ENAMEL WASH BOWL CREAM,0.010932904156723459,0.030540769793205687
ENAMEL WATERING CAN CREAM,0.0098784616238415,0.017085820001412833
ENCHANTED BIRD COATHANGER 5 HOOK,0.012819801320828016,0.028085328830784708
ENCHANTED BIRD PLANT CAGE,0.002608357844497475,0.003498572080123897
ENGLISH ROSE GARDEN SECATEURS,0.011265886009212498,0.02052619074365151
ENGLISH ROSE HOT WATER BOTTLE,0.01953493534602364,0.06485847822379194
ENGLISH ROSE METAL WASTE BIN,0.0006104667295632388,0.0004896810248952098
ENGLISH ROSE NOTEBOOK A6 SIZE,0.0011654364837116377,0.0010279226276821223
ENGLISH ROSE NOTEBOOK A7 SIZE,0.018147510960652643,0.060102388057756306
ENGLISH ROSE SCENTED HANGING FLOWER,0.006104667295632388,0.014909179934590965
ENGLISH ROSE SCENTED HANGING HEART,0.00011099395082967979,8.25453371746636e-05
ENGLISH ROSE SMALL SCENTED FLOWER,0.0023308729674232755,0.006441116845540884
ENGLISH ROSE SPIRIT LEVEL ,0.006104667295632388,0.02363590147861009
ENVELOPE 50 BLOSSOM IMAGES,0.007880570508907265,0.03305920311135028
ENVELOPE 50 CURIOUS IMAGES,0.0005549697541483989,0.0004030870338857803
ENVELOPE 50 ROMANTIC IMAGES,0.00044397580331871915,0.004033705726149309
ESSENTIAL BALM 3.5g TIN IN ENVELOPE,0.001553915311615517,0.005298028076757076
ETCHED GLASS COASTER,0.0036628003773794327,0.005605088664763322
ETCHED GLASS STAR TREE DECORATION,5.5496975414839894e-05,5.844731521179486e-06
EUCALYPTUS & PINECONE  WREATH,0.004106776180698152,0.018889507472866753
FAIRY CAKE BIRTHDAY CANDLE SET,0.0032743215494755538,0.00403320391024297
FAIRY CAKE DESIGN UMBRELLA,0.0065486430989511075,0.017704626934696047
FAIRY CAKE FLANNEL ASSORTED COLOUR,0.013041789222487374,0.04028184199971206
FAIRY CAKE NOTEBOOK A5 SIZE,0.0006659637049780787,0.004395712330484521
FAIRY CAKES NOTEBOOK A6 SIZE,0.007825073533492424,0.022587859789224
FAIRY CAKES NOTEBOOK A7 SIZE,0.009434485820522781,0.03656315467128621
FAIRY DREAMS INCENSE ,0.005605194516898829,0.024160484691736036
FAIRY SOAP SOAP HOLDER,0.003940285254453633,0.008174701886925888
FAIRY TALE COTTAGE NIGHT LIGHT,0.005549697541483989,0.02158022242414218
FAIRY TALE COTTAGE NIGHTLIGHT,0.004106776180698152,0.01280365944732358
FAMILY ALBUM WHITE PICTURE FRAME,0.019090959542704924,0.04834995814381115
FAMILY PHOTO FRAME CORNICE,0.013652255952050614,0.03195496103207026
FAN BLACK FRAME ,0.0006659637049780787,0.0005018934667580419
"FANCY FONT BIRTHDAY CARD, ",0.016926577501526166,0.0432605454321361
FANCY FONTS BIRTHDAY WRAP,0.012153837615849936,0.01623706304798782
FANNY'S REST STOPMETAL SIGN,0.007769576558077584,0.01887837422882413
FAUX FUR CHOCOLATE THROW,0.002663854819912315,0.004434182297956625
FAWN AND MUSHROOM GREETING CARD,0.0008324546312225983,0.0034874543481649358
FAWN BLUE HOT WATER BOTTLE,0.022476275043010155,0.07317677546914092
"FEATHER PEN,COAL BLACK",0.009157000943448582,0.03263446785671364
"FEATHER PEN,HOT PINK",0.012431322492924135,0.0439237124926576
"FEATHER PEN,LIGHT PINK",0.007381097730173706,0.025563731047573854
FELT EGG COSY BLUE RABBIT ,0.005438703590654309,0.025072138712370778
FELT EGG COSY CHICKEN,0.007048115877684666,0.024196094895785166
FELT EGG COSY LADYBIRD ,0.0027748487707419944,0.015938598370340118
FELT EGG COSY WHITE RABBIT ,0.005660691492313669,0.02039692965853449
FELT FARM ANIMAL CHICKEN,0.002552860869082635,0.004829255124621043
FELT FARM ANIMAL HEN,0.002441866918252955,0.009870524976657184
FELT FARM ANIMAL RABBIT,0.004106776180698152,0.012859312371464964
FELT FARM ANIMAL SHEEP,0.0022198790165935955,0.008700089512390109
FELT FARM ANIMAL WHITE BUNNY ,0.00499472778733559,0.016964405814614853
FELT TOADSTOOL  SMALL,0.0036073034019645928,0.010327136455205263
FELT TOADSTOOL LARGE,0.0028858427215716744,0.006338622968781895
FELTCRAFT 6 FLOWER FRIENDS,0.028691936289472225,0.060237822952169257
FELTCRAFT BOY JEAN-PAUL KIT,0.0065486430989511075,0.015324909316658097
FELTCRAFT BUTTERFLY HEARTS,0.02558410566624119,0.05032943851933251
FELTCRAFT CHRISTMAS FAIRY,0.01598312891947389,0.033689066836263805
FELTCRAFT CUSHION BUTTERFLY,0.018258504911482325,0.035086596989273605
FELTCRAFT CUSHION OWL,0.02486264498584827,0.054100908039217625
FELTCRAFT CUSHION RABBIT,0.02042288695266108,0.040876177513018634
FELTCRAFT DOLL EMILY,0.013596758976635773,0.029859371602362007
FELTCRAFT DOLL MARIA,0.0022198790165935955,0.0033808774693859386
FELTCRAFT DOLL MOLLY,0.01642710472279261,0.03968688046302928
FELTCRAFT DOLL ROSIE,0.014762195460347412,0.031995143976780625
FELTCRAFT GIRL AMELIE KIT,0.013985237804539653,0.026082644594122774
FELTCRAFT GIRL NICOLE KIT,0.009323491869693102,0.016520900938751908
FELTCRAFT HAIRBAND PINK AND BLUE,0.008713025140129864,0.027371684342033752
FELTCRAFT HAIRBAND PINK AND PURPLE,0.008158055385981465,0.024540142939268206
FELTCRAFT HAIRBAND RED AND BLUE,0.008713025140129864,0.026117440413779853
FELTCRAFT HAIRBANDS PINK AND WHITE ,0.007880570508907265,0.028145680808268517
FELTCRAFT PRINCESS CHARLOTTE DOLL,0.022920250846328875,0.04992538641224201
FELTCRAFT PRINCESS LOLA DOLL,0.02047838392807592,0.03748993507869895
FELTCRAFT PRINCESS OLIVIA DOLL,0.014484710583273212,0.03329875732728839
FENG SHUI PILLAR CANDLE,0.0033853155003052333,0.003982851575888158
FILIGREE DIAMANTE CHAIN,5.5496975414839894e-05,0.00015780553505989495
FILIGREE DIAMANTE EARRINGS,0.000499472778733559,0.002098194351756852
FILIGREE HEART BIRD WHITE ,0.006770631000610467,0.028854232901555716
FILIGREE HEART BUTTERFLY WHITE ,0.006326655197291748,0.017749372648013833
FILIGREE HEART DAISY WHITE,0.00510572173816527,0.0138528613297667
FILIGRIS HEART WITH BUTTERFLY,0.011376879960042177,0.022554808968177853
FINE SILVER NECKLACE W PASTEL FLOWE,0.00038847882790387923,0.002222872724158884
FINE WICKER HEART ,0.013041789222487374,0.027100233958076644
FIRE POLISHED GLASS BRACELET BLACK,0.00033298185248903936,0.0032092384797209393
FIRE POLISHED GLASS BRACELET GREEN,0.000499472778733559,0.003525227379878401
FIRE POLISHED GLASS BRACELET MONTAN,0.00033298185248903936,0.0025169430501074414
FIRE POLISHED GLASS BRACELET RED,0.00016649092624451968,0.00136920841226803
FIRE POLISHED GLASS NECKL BRONZE,0.00016649092624451968,0.00010205289038070834
FIRE POLISHED GLASS NECKL GOLD,5.5496975414839894e-05,5.519642567944593e-05
FIRE POLISHED GLASS NECKL GREEN,0.00033298185248903936,0.002150293900734554
FIRST AID TIN,0.008380043287640823,0.016211545670370232
FIRST CLASS HOLIDAY PURSE ,0.001054442532881958,0.005870581300589745
FIRST CLASS LUGGAGE TAG ,0.002552860869082635,0.01446605842879556
FIRST CLASS PASSPORT COVER ,0.0022753759920084355,0.008566880601982093
FIVE CATS HANGING DECORATION,0.004106776180698152,0.017739754048139836
FIVE HEART HANGING DECORATION,0.0071036128530995064,0.020563971531406804
FLAG OF ST GEORGE ,0.00038847882790387923,0.00019309109335818536
FLAG OF ST GEORGE CAR FLAG,0.00011099395082967979,0.0001900584810030255
FLAG OF ST GEORGE CHAIR,0.00038847882790387923,0.00014962069491829253
FLAMES SUNGLASSES PINK LENSES,0.00044397580331871915,0.0015414446171538667
FLOOR CUSHION ELEPHANT CARNIVAL,0.0017759032132748766,0.00613148679167727
FLOOR LAMP SHADE WOOD BASE,0.0007214606803929186,0.0006465768870491542
FLORAL BATHROOM SET,0.0006104667295632388,0.000971634816116731
FLORAL BLUE MONSTER,0.00022198790165935958,0.00022665481037042592
FLORAL FOLK STATIONERY SET,0.022642765969254675,0.08613563663748178
FLORAL PINK MONSTER,0.0007769576558077585,0.0022611742747227007
FLORAL SOFT CAR TOY,0.0014984183362006772,0.00975528570716111
FLOWER BLUE CLOCK WITH SUCKER,0.00038847882790387923,0.0004100785515916841
FLOWER BURST SILVER RING CRYSTAL,0.000499472778733559,0.0018094125383297328
FLOWER FAIRY 5 DRAWER LINERS,0.000998945557467118,0.0011497589647567947
FLOWER FAIRY 5 SUMMER DRAW LINERS,5.5496975414839894e-05,3.445344581063054e-05
FLOWER FAIRY INCENSE BOUQUET,0.00027748487707419944,0.0004706532382765907
"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",0.0013319274099561575,0.0009050381169545524
FLOWER GARLAND NECKLACE RED,0.00022198790165935958,0.0005449494709630684
"FLOWER GLASS GARLAND NECKL.36""BLACK",0.00027748487707419944,0.0004107943234519082
"FLOWER GLASS GARLAND NECKL.36""BLUE",0.00027748487707419944,0.001508041561008085
"FLOWER GLASS GARLAND NECKL.36""GREEN",0.00011099395082967979,0.0004803937188079061
"FLOWER GLASS GARLD NECKL36""AMETHYST",0.0005549697541483989,0.0017913753090532814
"FLOWER GLASS GARLD NECKL36""TURQUOIS",0.00027748487707419944,0.002255338407249326
FLOWER PURPLE CLOCK W/SUCKER,0.00016649092624451968,6.834291657969135e-05
FLOWER PURPLE CLOCK WITH SUCKER,0.00016649092624451968,0.0001282760678047377
FLOWER SHOP DESIGN MUG,5.5496975414839894e-05,1.8439435445586538e-05
FLOWER VINE RAFFIA FOOD COVER,0.0071036128530995064,0.016050707522955177
FLOWERS  STICKERS,0.003218824574060714,0.01978096365257265
FLOWERS CHANDELIER T-LIGHT HOLDER,0.001942394139519396,0.0038576723847851633
FLOWERS HANDBAG blue and orange,0.00016649092624451968,8.379405990914118e-05
FLOWERS TILE COASTER,0.002108885065763916,0.0035938439739340603
FLOWERS TILE HOOK,0.0006659637049780787,0.0010202640903789202
FLUTED ANTIQUE CANDLE HOLDER,0.011265886009212498,0.04286860161434672
FLYING PIG WATERING CAN,0.0022753759920084355,0.006188521399270202
FOLDING BUTTERFLY MIRROR HOT PINK ,0.007436594705588545,0.017275536108569405
FOLDING BUTTERFLY MIRROR IVORY ,0.006937121926854986,0.01971247891122809
FOLDING BUTTERFLY MIRROR RED  ,0.0043842610577723515,0.00957225863207911
FOLDING CAMPING SCISSOR W/KNIF & S,0.00016649092624451968,0.0001953591815901957
FOLDING MIRROR HOT PINK ,0.00016649092624451968,0.00029997599779839394
FOLDING MIRROR IVORY ,0.00011099395082967979,0.00010460130412454015
FOLDING MIRROR RED  ,0.00011099395082967979,0.00010460130412454015
FOLDING SHOE TIDY,0.00011099395082967979,2.871065083920433e-05
FOLDING UMBRELLA BLACKBLUE POLKADOT,0.0037182973527942727,0.01378444528479262
FOLDING UMBRELLA CHOCOLATE POLKADOT,0.0028858427215716744,0.012071687431730578
FOLDING UMBRELLA CREAM POLKADOT,0.0033298185248903933,0.015604371691824622
FOLDING UMBRELLA PINKWHITE POLKADOT,0.002108885065763916,0.008762851402870808
FOLDING UMBRELLA RED/WHITE POLKADOT,0.005605194516898829,0.02232962448173702
FOLDING UMBRELLA WHITE/RED POLKADOT,0.001942394139519396,0.00812888251581777
"FOLK ART GREETING CARD,pack/12",0.000499472778733559,0.00027558435425199677
FOLK ART METAL HEART T-LIGHT HOLDER,0.0008879516066374383,0.0015263956799935518
FOLK ART METAL STAR T-LIGHT HOLDER,0.0035518064265497532,0.02206139507115092
FOLK FELT HANGING MULTICOL GARLAND,0.0033853155003052333,0.018045130467063204
FOLKART CHRISTMAS TREE T-LIGHT HOLD,0.00011099395082967979,8.43336588192482e-05
FOLKART CLIP ON STARS,0.005383206615239469,0.03060381754922808
FOLKART HEART NAPKIN RINGS,0.0037182973527942727,0.01658990533489902
FOLKART STAR CHRISTMAS DECORATIONS,0.006715134025195627,0.027422568408456242
FOLKART ZINC HEART CHRISTMAS DEC,0.012764304345413174,0.03928783211092449
FOLKART ZINC STAR CHRISTMAS DEC,0.00011099395082967979,5.7622958765964046e-05
FOOD CONTAINER SET 3 LOVE HEART ,0.01470669848493257,0.04323567845402618
"FOOD COVER WITH BEADS , SET 2 SIZES",5.5496975414839894e-05,1.3268371557559116e-05
FOOD COVER WITH BEADS SET 2 ,0.007048115877684666,0.01830095353474075
FOOD/DRINK SPONGE STICKERS,0.0017204062378600366,0.0014630243862262839
FOOT STOOL HOME SWEET HOME ,0.011210389033797659,0.02765595224991696
FORKED CACTUS CANDLE,0.0018314001886897164,0.007863262459304155
FOUR HOOK  WHITE LOVEBIRDS,0.021088850657639158,0.06038709473600584
FOUR RABBIT EASTER DECORATIONS,0.0008324546312225983,0.0014594366628773588
FRAPPUCINO SCARF KNITTING KIT,0.004051279205283312,0.020519262382286216
FREESTYLE CANVAS ART PICTURE,0.000998945557467118,0.0005050302316749063
FRENCH BATHROOM SIGN BLUE METAL,0.011820855763360897,0.032320676132405746
FRENCH BLUE METAL DOOR SIGN 0,0.005438703590654309,0.012861468551093441
FRENCH BLUE METAL DOOR SIGN 1,0.010988401132138299,0.02775287385382416
FRENCH BLUE METAL DOOR SIGN 2,0.01037793440257506,0.028173693415343107
FRENCH BLUE METAL DOOR SIGN 3,0.008824019090959543,0.028289667292800993
FRENCH BLUE METAL DOOR SIGN 4,0.008380043287640823,0.023839075426346043
FRENCH BLUE METAL DOOR SIGN 5,0.008435540263055664,0.023209303665928497
FRENCH BLUE METAL DOOR SIGN 6,0.006937121926854986,0.020800711412166953
FRENCH BLUE METAL DOOR SIGN 7,0.006215661246462068,0.01545800631846258
FRENCH BLUE METAL DOOR SIGN 8,0.006493146123536267,0.019365745061260257
FRENCH BLUE METAL DOOR SIGN 9,0.00532770963982463,0.01607789244956601
FRENCH BLUE METAL DOOR SIGN No,0.008657528164715022,0.0276482780897295
FRENCH CARRIAGE LANTERN,0.0029968366724013543,0.007580929240654905
FRENCH CHATEAU LARGE FRUIT BOWL ,0.00022198790165935958,0.00011462875820353057
FRENCH CHATEAU LARGE PLATTER ,0.0009434485820522782,0.0004898782499588629
FRENCH CHATEAU OVAL PLATTER,0.00033298185248903936,0.00014738363085359843
FRENCH CHATEAU SMALL FRUITBOWL,0.00044397580331871915,0.00017371428485725893
FRENCH ENAMEL CANDLEHOLDER,0.01559465009157001,0.038695913158650654
FRENCH ENAMEL POT W LID,0.005549697541483989,0.016060535535958563
FRENCH ENAMEL UTENSIL HOLDER,0.0007769576558077585,0.0034718370039391487
FRENCH ENAMEL WATER BASIN,0.006659637049780787,0.021244865579531598
FRENCH FLORAL CUSHION COVER ,0.0043842610577723515,0.012847709332888702
FRENCH GARDEN SIGN BLUE METAL,0.007048115877684666,0.014790112504449263
FRENCH KITCHEN SIGN BLUE METAL,0.008546534213885343,0.02511899960909594
FRENCH LATTICE CUSHION COVER ,0.0033298185248903933,0.00954819385029551
FRENCH LAUNDRY SIGN BLUE METAL,0.007825073533492424,0.026139358987988755
FRENCH LAVENDER SCENT HEART,0.005660691492313669,0.013798990079234043
FRENCH PAISLEY CUSHION COVER,0.0007769576558077585,0.0005502169313709711
FRENCH PAISLEY CUSHION COVER ,0.005494200566069149,0.023334592549623074
FRENCH STYLE EMBOSSED HEART CABINET,0.0009434485820522782,0.002108550883610589
FRENCH STYLE STORAGE JAR BONBONS,0.0036073034019645928,0.0030550372880996024
FRENCH STYLE STORAGE JAR CAFE ,0.0032743215494755538,0.0032613380286986415
FRENCH STYLE STORAGE JAR JAM,0.001609412287030357,0.001131593206787176
FRENCH TOILET SIGN BLUE METAL,0.0098784616238415,0.02627240058949446
FRENCH WC SIGN BLUE METAL,0.01576114101781453,0.04565688203180176
FRESHWATER PEARL BRACELET GOLD,0.00011099395082967979,9.389353437654424e-05
FRESHWATER PEARL BRACELET IVORY,0.00027748487707419944,0.0018724048940533529
FRIDGE MAGNETS LA VIE EN ROSE,0.004273267106942672,0.011875960392156484
FRIDGE MAGNETS LES ENFANTS ASSORTED,0.0034408124757200733,0.004903649969839346
